,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,sqrt_BALANCE_FREQUENCY,sqrt_CASH_ADVANCE_FREQUENCY,sqrt_PURCHASES_TRX,avg_oneoff_purchases,avg_installment_purchases,avg_cash_advance,digit_BALANCE,digit_BALANCE_FREQUENCY,digit_PURCHASES,digit_ONEOFF_PURCHASES,digit_INSTALLMENTS_PURCHASES,digit_CASH_ADVANCE,digit_PURCHASES_FREQUENCY,digit_ONEOFF_PURCHASES_FREQUENCY,digit_PURCHASES_INSTALLMENTS_FREQUENCY,digit_CASH_ADVANCE_FREQUENCY,digit_CASH_ADVANCE_TRX,digit_PURCHASES_TRX,digit_CREDIT_LIMIT,digit_PAYMENTS,digit_MINIMUM_PAYMENTS,digit_PRC_FULL_PAYMENT,digit_sqrt_BALANCE_FREQUENCY,digit_sqrt_CASH_ADVANCE_FREQUENCY,digit_sqrt_PURCHASES_TRX,digit_avg_oneoff_purchases,digit_avg_installment_purchases,digit_avg_cash_advance,CUST_ID,TENURE,cluster
10,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,1.0,0.0,3.4641016151377544,0.0,920.12,0.0,1,8,1,1,1,1,8,1,8,1,1,1,1,1,1,1,8,1,2,1,1,1,C10011,12,1
11,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,0.9045341342370667,0.0,2.449489742783178,5968.72,0.0,0.0,1,7,1,1,1,1,3,3,1,1,1,1,1,1,1,1,8,1,2,1,1,1,C10012,12,0
12,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.20701299999996,0.25,1.0,0.0,5.0990195135927845,10000.92,783.0106243597729,0.0,1,8,1,1,1,1,8,3,8,1,1,1,1,1,1,3,8,1,3,1,1,1,C10013,12,1
13,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.13798599999998,0.083333,1.0,0.0,5.0990195135927845,2519.7549604900787,2290.6266666666666,0.0,1,8,1,1,1,1,7,2,7,1,1,1,2,1,1,1,8,1,3,1,1,1,C10014,12,1
14,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,1.0,0.28867455724396635,0.0,0.0,0.0,346.81139,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10015,12,0
15,6886.213231000001,1.0,1611.7,0.0,1611.7,2301.4912670000003,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,1.0,0.40824869871194935,3.3166247903554,0.0,3223.4,575.3728167500001,3,8,1,1,1,1,5,1,5,1,1,1,3,1,1,1,8,2,2,1,1,1,C10016,12,1
16,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,0.9354143466934853,0.5,0.0,0.0,0.0,928.0915676666667,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,3,1,1,1,1,C10017,8,0
17,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,0.6741995253632266,0.0,2.8284271247461903,0.0,1557.001557001557,0.0,1,4,1,1,1,1,4,1,3,1,1,1,1,1,1,3,6,1,2,1,1,1,C10018,12,0
18,1989.0722280000002,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,1.0,0.0,3.0,1992.007968031872,580.0289028736588,0.0,1,8,1,1,1,1,6,1,5,1,1,1,4,1,1,1,8,1,2,1,1,1,C10019,12,1
19,3577.9709329999996,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,1.0,0.0,3.4641016151377544,0.0,398.64,0.0,2,8,1,1,1,1,8,1,8,1,1,1,2,1,2,1,8,1,2,1,1,1,C10020,12,1
20,2016.6846859999998,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,1.0,0.0,2.8284271247461903,0.0,265.01986749006625,0.0,1,8,1,1,1,1,6,1,6,1,1,1,1,1,2,1,8,1,2,1,1,1,C10021,12,1
21,6369.531318,1.0,6359.95,5910.04,449.91,229.02824500000003,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.9590510000003,1659.775075,0.0,1.0,0.577349980514419,9.591663046625438,6447.314019158538,449.91,38.17137416666667,3,8,2,2,1,1,8,8,8,2,1,3,3,1,1,1,8,3,5,1,1,1,C10022,12,2
22,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,0.797724263138586,0.0,4.123105625617661,0.0,815.9,0.0,1,6,1,1,1,1,8,1,8,1,1,1,1,1,1,1,7,1,2,1,1,1,C10023,12,1
23,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626000001,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842000001,1425.426525,0.0,0.9045341342370667,0.577349980514419,3.605551275463989,41454.88581954328,865.9524123809409,613.4165866153846,2,7,1,1,1,2,8,1,8,2,1,1,3,2,1,1,8,3,2,4,1,1,C10024,12,1
24,5368.5712189999995,1.0,0.0,0.0,0.0,798.9498629999999,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,1.0,0.6030223876441073,0.0,0.0,0.0,199.73746574999998,3,8,1,1,1,1,1,1,1,2,1,1,2,1,1,1,8,3,1,1,1,1,C10025,11,0
25,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,1.0,0.0,3.4641016151377544,0.0,399.6,0.0,1,8,1,1,1,1,8,1,8,1,1,1,1,1,1,1,8,1,2,1,1,1,C10026,12,1
26,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.1788449999999,971.183209,0.0,1.0,0.5,1.4142135623730951,611.9987760024479,0.0,48.968097,1,8,1,1,1,1,2,2,1,2,1,1,1,1,1,1,8,3,1,1,1,1,C10027,12,0
27,125.69481699999999,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.77371499999998,164.748819,0.0,1.0,0.0,3.4641016151377544,0.0,233.28,0.0,1,8,1,1,1,1,8,1,8,1,1,1,1,1,1,1,8,1,2,1,1,1,C10028,12,1
28,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,1.0,0.9128707466010728,2.8284271247461903,1227.2975454049092,437.9996496002803,139.7590786875,4,8,1,1,1,1,6,2,4,4,2,1,3,1,1,1,8,4,2,1,1,1,C10029,12,1
29,22.063489999999998,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,1.0,0.0,2.23606797749979,0.0,239.9998080001536,0.0,1,8,1,1,1,1,4,1,4,1,1,1,2,1,1,1,8,1,1,1,1,1,C10030,12,0
30,12136.219959999999,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323490999999,3292.01503,0.0,1.0,0.7071067811865476,8.0,6079.187841624317,2024.81,318.3583301,6,8,1,1,1,1,8,2,8,3,1,2,4,1,1,1,8,3,4,1,1,1,C10031,12,1
31,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,1.0,0.40824869871194935,6.708203932499369,4800.0192000768,947.71,87.9078775,1,8,1,1,1,1,8,1,8,1,1,2,2,1,1,1,8,2,3,1,1,1,C10032,12,1
32,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.1188760000002,2506.745366,0.0,1.0,0.40824869871194935,1.7320508075688772,3899.41559766239,0.0,396.51125099999996,3,8,1,1,1,1,1,1,1,1,1,1,3,1,1,1,8,2,1,1,1,1,C10033,12,0
33,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,1.0,0.0,3.3166247903554,694.6797473891827,0.0,0.0,1,8,1,1,1,1,8,8,1,1,1,1,1,1,1,3,8,1,2,1,1,1,C10034,12,2
34,3517.1016159999995,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607834999999,17862.55831,0.0,0.852803025322964,0.0,3.7416573867739413,0.0,547.28,0.0,2,6,1,1,1,1,8,1,8,1,1,1,3,2,2,1,7,1,2,1,1,1,C10035,12,1
35,1656.350781,1.0,0.0,0.0,0.0,99.26436700000001,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.5693110000001,0.0,1.0,0.28867455724396635,0.0,0.0,0.0,99.26436700000001,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10036,12,0
36,7427.076940999999,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,1.0,0.852803025322964,0.0,0.0,0.0,806.6704587272726,4,8,1,1,1,2,1,1,1,3,1,1,3,1,1,1,8,4,1,1,1,1,C10037,11,0
37,4047.480828,1.0,2380.55,1642.17,738.38,1697.6609010000002,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,1.0,0.577349980514419,6.4031242374328485,3284.34,984.5066666666667,242.52298585714288,2,8,1,1,1,1,7,5,7,2,1,1,2,1,1,1,8,3,3,1,1,1,C10038,12,2
38,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,1.0,0.577349980514419,1.4142135623730951,2448.009792039168,0.0,243.80832183333334,3,8,1,1,1,1,1,1,1,2,1,1,3,1,1,1,8,3,1,1,1,1,C10039,12,0
39,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,0.6741995253632266,0.577349980514419,2.449489742783178,11558.926235704943,0.0,1028.9471461666667,1,4,1,1,1,2,1,1,1,2,1,1,2,4,1,3,6,3,2,1,1,1,C10040,12,0
40,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.33344500000004,0.166667,0.852803025322964,0.5,0.0,0.0,0.0,1044.3546446666667,1,6,1,1,1,1,1,1,1,2,1,1,1,1,1,2,7,3,1,1,1,1,C10041,12,0
41,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.11111099999999999,0.9534626369187206,0.5,5.196152422706632,1887.1184903052076,2220.8722208722206,198.94723699999997,1,8,1,1,1,1,5,4,3,2,1,1,1,1,1,1,8,3,3,1,1,1,C10043,12,2
42,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,1.0,0.0,1.0,2445.8497833991332,0.0,0.0,2,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,1,1,1,1,1,C10044,12,0
43,1360.742377,1.0,0.0,0.0,0.0,1481.5870929999999,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.35413700000004,0.0,1.0,0.28867455724396635,0.0,0.0,0.0,1481.5870929999999,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10045,12,0
44,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.3415009999999,1318.71492,0.0,1.0,0.0,4.47213595499958,1409.4014094014094,1055.64,0.0,3,8,1,1,1,1,8,3,8,1,1,1,3,1,1,1,8,1,2,1,1,1,C10046,12,1
45,2242.311686,1.0,437.0,97.0,340.0,184.64869199999998,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.4522915,0.0,1.0,0.40824869871194935,2.23606797749979,1164.004656018624,1020.00102000102,92.32434599999999,1,8,1,1,1,1,3,1,3,1,1,1,1,1,1,1,8,2,1,1,1,1,C10047,12,0
46,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,0.7071067811865476,0.3535533905932738,1.7320508075688772,0.0,438.96,1013.659552,1,5,1,1,1,1,4,1,3,1,1,1,1,1,1,1,6,2,1,1,1,1,C10048,8,0
47,3910.1112369999996,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.4522915,0.0,1.0,0.7071067811865476,0.0,0.0,0.0,282.98188585714286,2,8,1,1,1,1,1,1,1,3,1,1,2,1,1,1,8,3,1,1,1,1,C10049,12,0
48,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,1.0,0.0,9.327379053088816,2104.393947803026,987.67,0.0,1,8,1,1,1,1,8,6,8,1,1,2,1,1,1,8,8,1,4,1,1,1,C10050,12,2
49,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,1.0,0.28867455724396635,1.7320508075688772,3044.9939100121796,0.0,347.5485795,1,8,1,1,1,1,2,2,1,1,1,1,2,1,1,1,8,2,1,1,1,1,C10051,12,0
50,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297345999999,1012.4159609999999,0.0,1.0,0.9354143466934853,3.0,1722.8533333333335,1021.4,230.55807064864865,3,8,1,1,1,2,6,4,3,4,3,1,4,2,1,1,8,4,2,1,1,1,C10052,8,2
51,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.4466009999999,0.0,1.0,0.0,4.242640687119285,3808.6993192567534,1772.22,0.0,1,8,1,1,1,1,6,5,5,1,1,1,1,1,1,1,8,1,2,1,1,1,C10053,12,2
52,1565.6810990000001,1.0,0.0,0.0,0.0,321.35913500000004,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,1.0,0.5,0.0,0.0,0.0,107.11971166666667,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,3,1,1,1,1,C10054,12,0
53,464.674156,0.8888889999999999,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.11111099999999999,1,11,3000.0,3110.0527420000003,132.446091,0.2,0.9428091005076266,0.333333166666625,3.3166247903554,2968.828515585742,0.0,1981.265503,1,8,1,1,1,1,6,6,1,1,1,1,1,1,1,2,8,2,2,1,1,2,C10055,9,2
54,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.01676299999997,312.4522915,0.0,0.797724263138586,0.0,2.8284271247461903,0.0,464.99976750011626,0.0,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,7,1,2,1,1,1,C10056,12,1
55,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.4522915,0.0,1.0,0.0,2.449489742783178,5135.6,0.0,0.0,1,8,1,1,1,1,3,3,1,1,1,1,2,1,1,1,8,1,2,1,1,1,C10057,12,0
56,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.4522915,0.0,1.0,0.6454974825667409,2.0,1253.08,0.0,133.6937486,2,8,1,1,1,1,3,3,1,2,1,1,2,1,1,1,8,3,1,1,1,1,C10058,12,0
57,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,1.0,0.0,6.48074069840786,5224.459918378212,857.06,0.0,2,8,1,1,1,1,8,8,5,1,1,1,2,1,1,1,8,1,3,1,1,1,C10059,12,2
58,3971.1387649999997,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.9387280000001,1600.212243,0.0,1.0,0.42640121951045123,0.0,0.0,0.0,74.85850566666666,2,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,1,1,1,C10060,11,0
59,5493.90406,1.0,229.0,0.0,229.0,970.5913320000001,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.0261699999999,0.0,1.0,0.577349980514419,2.449489742783178,0.0,687.000687000687,242.64783300000002,3,8,1,1,1,1,4,1,3,2,1,1,2,1,1,1,8,3,2,1,1,1,C10061,12,0
60,1879.1140329999998,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.1058360000001,0.0,0.852803025322964,0.0,1.4142135623730951,677.9986440027119,0.0,0.0,1,6,1,1,1,1,2,2,1,1,1,1,2,1,1,1,7,1,1,1,1,1,C10062,12,0
61,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,1.0,0.0,1.0,794.4031776127105,0.0,0.0,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,C10063,12,0
62,809.582978,0.909091,0.0,0.0,0.0,3819.6724659999995,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148647999999,241.645387,0.090909,0.9534626369187206,0.7385492536046597,0.0,0.0,0.0,545.6674951428571,1,8,1,1,1,1,1,1,1,3,1,1,2,1,1,1,8,3,1,1,1,1,C10064,11,0
63,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.4522915,0.0,0.30151119382205366,0.0,1.0,10080.04032016128,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,C10065,12,0
64,1923.886805,1.0,1887.64,0.0,1887.64,1605.9493710000002,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.0459979999996,3266.996777,0.083333,1.0,0.28867455724396635,7.810249675906654,0.0,1887.64,401.48734275000004,1,8,1,1,1,1,8,1,8,1,1,2,1,1,1,1,8,2,4,1,1,1,C10067,12,1
65,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.4516480000001,897.905444,0.0,1.0,0.0,3.3166247903554,975.6309756309756,522.7189545620909,0.0,1,8,1,1,1,1,5,3,2,1,1,1,1,1,1,1,8,1,2,1,1,1,C10068,12,0
66,809.847455,0.875,0.0,0.0,0.0,908.4236080000001,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.41249299999998,0.0,0.9354143466934853,0.3535533905932738,0.0,0.0,0.0,908.4236080000001,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,1,1,1,C10069,8,0
67,1576.3050289999999,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,1.0,0.6454974825667409,0.0,0.0,0.0,63.81809116666667,1,8,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,3,1,1,1,1,C10070,12,0
68,3990.5235789999997,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.6073660000001,0.083333,1.0,0.0,2.8284271247461903,2287.209148836595,124.97149998371428,0.0,2,8,1,1,1,1,6,1,5,1,1,1,2,2,1,1,8,1,2,1,1,1,C10071,12,1
69,1699.4354859999999,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,1.0,0.0,2.0,4091.0740910740915,0.0,0.0,1,8,1,1,1,1,3,3,1,1,1,1,1,1,1,1,8,1,1,1,1,1,C10072,12,0
70,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,1.0,0.577349980514419,3.3166247903554,0.0,502.9202011680805,156.3498465,3,8,1,1,1,1,8,1,7,2,1,1,2,1,1,1,8,3,2,1,1,1,C10073,12,1
71,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.485760000003,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.694460000002,1107.0308029999999,0.454545,0.9534626369187206,0.9128707466010728,5.744562646538029,3328.18,4901.454229402417,1010.9809540740742,2,8,1,1,2,5,6,5,5,4,2,1,2,5,1,4,8,4,3,1,1,1,C10074,12,2
72,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,1.0,0.3535533905932738,0.0,0.0,0.0,491.449967,1,8,1,1,1,1,1,1,1,1,1,1,2,1,1,3,8,2,1,1,1,1,C10075,8,0
73,1808.9724190000002,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,1.0,0.0,2.8284271247461903,5030.799999999999,527.05,0.0,1,8,1,1,1,1,5,1,4,1,1,1,1,1,1,1,8,1,2,1,1,1,C10077,10,1
74,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.1773039999998,175.510344,0.0,0.9534626369187206,0.0,2.6457513110645907,5683.045683045682,1514.1515141515142,0.0,1,8,1,1,1,1,3,1,2,1,1,1,2,1,1,1,8,1,2,1,1,1,C10078,11,0
75,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,1.0,0.0,3.7416573867739413,1496.997006005988,416.49333333333334,0.0,3,8,1,1,1,1,7,2,7,1,1,1,2,1,1,1,8,1,2,1,1,1,C10079,12,1
76,1727.6384489999998,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.6569929999999,0.0,1.0,0.0,4.123105625617661,606.11,0.0,0.0,1,8,1,1,1,1,8,8,1,1,1,1,3,1,1,1,8,1,2,1,1,1,C10080,12,2
77,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,1.0,0.0,2.8284271247461903,0.0,479.99976000012,0.0,1,8,1,1,1,1,7,1,6,1,1,1,1,1,1,1,8,1,2,1,1,1,C10081,12,1
